Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
1927,Unknown Artist,23390,(Nationality unknown),(Nationality unknown),(0),(0),(),c. 1927,Letterpress,"6 1/2 x 4"" (16.5 x 10.2 cm)","Jan Tschichold Collection, Gift of Philip Johnson",1189.1999,Design,Architecture & Design,1999-12-10,Y,8681,http://www.moma.org/collection/works/8681,http://www.moma.org/media/W1siZiIsIjExNTEzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d6d49dda28d9885a,,,,16.5,,,10.2,,
"SAAL S. Victor Social Housing, Porto, Portugal",Álvaro Siza,29732,"(Portuguese, born 1933)",(Portuguese),(1933),(0),(Male),1974-1977,Gelatin silver print,"4 1/8 x 5 7/8"" (10.5 x 15 cm)",Architecture & Design Purchase Fund,970.2012,Architecture,Architecture & Design,2012-06-07,Y,161478,http://www.moma.org/collection/works/161478,http://www.moma.org/media/W1siZiIsIjI1NjEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=63cdf6af631c8ac5,,,,10.5,,,15.0,,
"Unitled from Straight, Not-Straight and Broken Lines in All Horizontal Combinations (Three Kinds of Lines & All Their Combinations)",Sol LeWitt,3528,"(American, 1928–2007)",(American),(1928),(2007),(Male),1973,One from a series of seven etchings,composition and sheet: 27 1/8 x 21 1/8 in. (68.9 x 53.7 cm),"Gift of Parasol Press, in honor of Andrea Feldman",558.1997.7,Print,Drawings & Prints,1997-11-11,Y,203584,http://www.moma.org/collection/works/203584,http://www.moma.org/media/W1siZiIsIjI1MTY3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=02663ce0bd3429c4,,,,68.8976,,,53.6576,,
Untitled,Robert Smithson,5497,"(American, 1938–1973)",(American),(1938),(1973),(Male),(c. 1965-67),Pencil on graph paper,"4 x 4 3/8"" (10.2 x 11 cm)",Ruth Vollmer Bequest,1117.1983,Drawing,Drawings & Prints,1983-01-01,Y,38433,http://www.moma.org/collection/works/38433,http://www.moma.org/media/W1siZiIsIjMxNjkyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=24210c6772915f34,,,,10.2,,,11.1,,
"Gatlinburg, Tennessee",Joel Sternfeld,5656,"(American, born 1944)",(American),(1944),(0),(Male),November 1980,"Chromogenic color print, printed 1996","16 1/16 × 20 1/8"" (40.8 × 51.1 cm)",Gift of Beth Goldberg Nash and Joshua Nash,1255.2001.x1-x2,Photograph,Photography,2001-04-12,Y,82431,http://www.moma.org/collection/works/82431,http://www.moma.org/media/W1siZiIsIjM4NDE5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=39ce7122fc9c8c6d,,,,40.8,,,51.1,,
"Homage to Pierre Couburtin Amsterdam 1928, Mexico City Cultural Olympics","Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad",45960,,(),(0),(0),(),1968,Lithograph,"23 9/16 x 23 5/8"" (59.8 x 60 cm)",Gift of the XIX Olympics Committee,356.2014.40,Design,Architecture & Design,2014-05-19,Y,172044,http://www.moma.org/collection/works/172044,http://www.moma.org/media/W1siZiIsIjI3OTE3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=79cd54853ba8ef8c,,0.0,,59.8488696977,,,60.007620015200004,,
Wife of a Lynched Negro,Marion Palfi,4475,"(American, 1917–1978)",(American),(1917),(1978),(Female),1949,Gelatin silver print,"14 × 11"" (35.5 × 27.9 cm)",Purchase,329.1964,Photograph,Photography,1964-04-14,Y,50927,http://www.moma.org/collection/works/50927,http://www.moma.org/media/W1siZiIsIjIzMzk3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ec9b2e7d997a5f3,,,,35.5,,,27.9,,
Chicago,Harry Callahan,924,"(American, 1912–1999)",(American),(1912),(1999),(Male),c. 1949,Gelatin silver print,"6 1/2 × 8 1/4"" (16.5 × 21 cm)",Purchase,1188.2009,Photograph,Photography,2009-10-07,Y,124462,http://www.moma.org/collection/works/124462,http://www.moma.org/media/W1siZiIsIjE4Mzg3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b24dca1fa57c74b9,,,,16.5,,,21.0,,
"MODURN ARMS, plate 2 (folio 4) from A SUITE OF DAZE",William T. Wiley,6370,"(American, born 1937)",(American),(1937),(0),(Male),1975-1977,"Soft ground etching and lift ground aquatint, printed in color","plate  9 15/16 x 9 7/8"" (25.3 x 25.1 cm)",Henry Church Fund,468.1977.2,Illustrated Book,Drawings & Prints,1977-11-10,N,17577,,,,,,25.3,,,25.1,,
"Iglesia de San Pedro, Durazno, Uruguay","Leonardo Finotti, Eladio Dieste","45542, 44844","(Brazilian, born 1977) (Uruguayan, 1917–2000)",(Brazilian) (Uruguayan),(1977) (1917),(0) (2000),(Male) (Male),2011,C-print,"35 7/16 x 23 5/8"" (90 x 60 cm)",Gift of Gustavo Hiriart,75.2015,Architecture,Architecture & Design,2015-03-02,Y,189164,http://www.moma.org/collection/works/189164,http://www.moma.org/media/W1siZiIsIjM4MTk5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a9ad348737a97b4d,,,,90.0,,,60.0,,
Poster for ISBN Book Launch,Fiona Banner,8033,"(British, born 1966)",(British),(1966),(0),(Female),2010,Digital print,"sheet: 34 13/16 x 25 3/16"" (88.5 x 64 cm)",Anonymous gift,556.2014.42,Print,Drawings & Prints,2014-10-02,Y,188884,http://www.moma.org/collection/works/188884,http://www.moma.org/media/W1siZiIsIjM0NTU2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da0a5e270be2d5ef,,,,88.5,,,64.0,,
Plate from Seven Passages to a Flight,Faith Ringgold,7066,"(American, born 1930)",(American),(1930),(0),(Female),1995,"Etching with hand additions and pochoir from an illustrated book with nine etchings with hand additions and pochoir on linen, including cover","composition: 8 15/16 × 14 15/16"" (22.7 × 37.9 cm); sheet (each, irreg.): 9 1/8 × 7 5/8"" (23.2 × 19.3 cm)",The Ralph E. Shikes Fund,717.1996.8,Illustrated Book,Drawings & Prints,1996-11-12,Y,101888,http://www.moma.org/collection/works/101888,,,,,22.7,,,37.9,,
Bathers,James McGarrell,3884,"(American, born 1930)",(American),(1930),(0),(Male),"(November 16-20, 1962)",Lithograph,"irreg composition  17 13/16 x 25 13/16"" (45.2 x 65.6 cm)
sheet  22 3/8 x 29 15/16"" (56.9 x 76.1 cm)","Gift of Kleiner, Bell & Co.",1029.1967,Print,Drawings & Prints,1969-12-04,Y,75269,http://www.moma.org/collection/works/75269,,,,,45.2,,,65.6,,
Receiver,William Kentridge,7919,"(South African, born 1955)",(South African),(1955),(0),(Male),2006,"Illustrated book with twenty-two photogravures and drypoints, two with aquatint, wraparound dust jacket with line block",see child records,Mary Ellen Oldenburg Fund,267.2006.A1-22,Illustrated Book,Drawings & Prints,2006-03-08,N,106114,,,,,,0.0,,,0.0,,
Color Form Synchromy (Eidos),Morgan Russell,5093,"(American, 1886–1953)",(American),(1886),(1953),(Male),1922-23,Oil on canvas,"14 1/2 x 10 5/8"" (36.8 x 27 cm)",Mrs. Wendell T. Bush Fund,21.1951,Painting,Painting & Sculpture,1951-01-30,Y,78484,http://www.moma.org/collection/works/78484,http://www.moma.org/media/W1siZiIsIjE2OTg2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ee003d235bbb9280,,,,36.8,,,27.0,,
Headpiece (folio 29) from LES AMOURS,Émile Bernard,511,"(French, 1868–1941)",(French),(1868),(1941),(Male),1915,"Woodcut, printed in color","irreg. composition  2 15/16 x 6 7/8"" (7.4 x 17.4 cm)",The Louis E. Stern Collection,679.1964.33,Illustrated Book,Drawings & Prints,1964-10-06,N,20862,,,,,,7.4,,,17.4,,
"The Brown Sisters, Brewster, Massachusetts",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),2001,Gelatin silver print,"18 1/8 × 22 1/2"" (46 × 57.2 cm)",Committee on Photography Fund,664.2006,Photograph,Photography,2006-10-12,Y,105300,http://www.moma.org/collection/works/105300,http://www.moma.org/media/W1siZiIsIjI2NDA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db65218671df3ec9,,,,46.0,,,57.2,,
Mexican plaid woven textile,Dorothy Liebes,7344,"(American, 1899–1972)",(American),(1899),(1972),(Female),c. 1940,"Wool, chenille, silk, cotton, and metal foil laminate","50 1/2 x 55"" (128.3 x 139.7 cm)",Given anonymously,495.1975,Design,Architecture & Design,,Y,1794,http://www.moma.org/collection/works/1794,http://www.moma.org/media/W1siZiIsIjI4ODM3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1a52c867fed39dcf,,,,,128.2703,,139.7003,,
Hold My Bones Together,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),1999-2002,Drypoint,"plate: 4 15/16 x 8 3/8"" (12.5 x 21.3 cm); sheet: 9 × 11 13/16"" (22.8 × 30 cm)",Gift of the artist,1425.2008,Print,Drawings & Prints,2008-10-08,N,119332,,,,,,12.5,,,21.3,,
INDIE MENDÉS,Nadar (Gaspard-Félix Tournachon),4196,"(French, 1820–1910)",(French),(1820),(1910),(Male),1865-75,Albumen silver print,"3 1/2 × 2 1/4"" (9 × 5.7 cm)",,178.1982.54,Photograph,Photography,1982-05-13,N,47580,,,,,,9.0,,,5.7,,
"Untitled (""Hey Hey We Are Chinkees!!"") from the series Time of My Life",Yoshitomo Nara,25523,"(Japanese, born 1959)",(Japanese),(1959),(0),(Male),1992–2000,Colored pencil on postcard,"5 1/2 x 3 3/4"" (14 x 9.5 cm)",Gift of David Teiger in honor of Agnes Gund,410.2002.70,Drawing,Drawings & Prints,2002-12-10,Y,88483,http://www.moma.org/collection/works/88483,http://www.moma.org/media/W1siZiIsIjE3MzI2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=332b55f2b7dc4591,,,,13.97,,,9.525,,
Stationery envelope label for YKO,Joost Schmidt,5230,"(German, 1893–1948)",(German),(1893),(1948),(Male),c. 1926,Letterpress,"Label: 4 1/4 x 5 5/8"" (10.8 x 14.3 cm)","Jan Tschichold Collection, Gift of Philip Johnson",900.1999,Design,Architecture & Design,1999-12-10,Y,8357,http://www.moma.org/collection/works/8357,http://www.moma.org/media/W1siZiIsIjEwNzM1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a9df433898e48c25,,,,10.8,,,14.3,,
Fiery Landscape,Roberto Matta,3842,"(Chilean, 1911–2002)",(Chilean),(1911),(2002),(Male),1940,Crayon and pencil on paper,"18 1/8 x 22 1/2"" (45.8 x 57.1 cm)",The Sidney and Harriet Janis Collection,632.1967,Drawing,Drawings & Prints,1967-10-18,Y,37663,http://www.moma.org/collection/works/37663,http://www.moma.org/media/W1siZiIsIjI4MjYyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18398ea3cb398c34,,,,46.0,,,57.1,,
The Ice Skater (Der Schlittschuhläufer) fromTrip to Berlin 1922 (Berliner Reise 1922),Max Beckmann,429,"(German, 1884–1950)",(German),(1884),(1950),(Male),1922,One from a portfolio of eleven lithographs (including cover),"composition (irreg.): 19 1/2 x 14 3/16"" (49.5 x 36.1 cm); sheet (irreg.): 26 7/8 x 21 3/16"" (68.3 x 53.8 cm)",Abby Aldrich Rockefeller Fund,310.1951.5,Print,Drawings & Prints,1951-05-24,Y,66644,http://www.moma.org/collection/works/66644,http://www.moma.org/media/W1siZiIsIjExNzI2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7dff6db5e23648c3,,,,49.5,,,36.1,,
Untitled from For 1954,Atsuko Tanaka,5799,"(Japanese, 1932–2005)",(Japanese),(1932),(2005),(Female),2005,One from a portfolio of five etchings (one with aquatint),"plate: 5 3/4 x 7 11/16"" (14.6 x 19.6 cm); sheet: 9 13/16 x 12 5/8"" (25 x 32 cm)",Harvey S. Shipley Miller Fund,39.2009.1,Print,Drawings & Prints,2009-01-13,Y,126473,http://www.moma.org/collection/works/126473,http://www.moma.org/media/W1siZiIsIjE3NzgwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8472c3f5845afea8,,,,14.6,,,19.6,,
Untitled from Cuban Sketch Book,Jules Pascin,4514,"(American, born Bulgaria. 1885–1930)",(American),(1885),(1930),(Male),(c. 1914-20),Conté crayon and pencil on paper,"6 3/8 x 7 7/8"" (16.3 x 20.3 cm)",Gift of Abby Aldrich Rockefeller,125.1935.7,Drawing,Drawings & Prints,1935-02-27,Y,34384,http://www.moma.org/collection/works/34384,,,,,16.2,,,20.0,,
Passi Sulle Cime Dei Gelsi,Giuseppe Penone,4550,"(Italian, born 1947)",(Italian),(1947),(0),(Male),2000,"Portfolio of ten etching, aquatint and drypoints with chine collé; and twelve letterpress prints with artist's text","plate: 7 1/2 × 5 13/16"" (19 × 14.7 cm); sheet: 16 15/16 × 14"" (43.1 × 35.5 cm)","Acquired through the generosity of John Baldessari, Catie and Donald Marron, and Mary M. and Sash A. Spencer",1704.2015.1-23,Print,Drawings & Prints,2015-10-27,Y,196005,http://www.moma.org/collection/works/196005,http://www.moma.org/media/W1siZiIsIjM0MzQ1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a6bd08131b6c21f0,,,,19.0,,,14.7,,
Untitled from the series Typed Writings (Datiloscritos),Mira Schendel,7961,"(Brazilian, born Switzerland. 1919–1988)",(Brazilian),(1919),(1988),(Female),1974,"Typewriting, ink, and transfer type on paper","19 3/4 x 14 1/4"" (50.2 x 36.2 cm)",Committee on Drawings Funds,1887.2008,Drawing,Drawings & Prints,2008-11-11,Y,114093,http://www.moma.org/collection/works/114093,http://www.moma.org/media/W1siZiIsIjEzNzgxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=248d902249360b40,,,,50.165100330200005,,,36.1950723901,,
The Snake Charmer,Victor Brauner,751,"(Romanian, 1903–1966)",(Romanian),(1903),(1966),(Male),"November 4, 1943",Encaustic on canvas,"25 5/8 x 21 1/4"" (65.1 x 54 cm)",Gift of Mr. and Mrs. Nathan L. Halpern,1398.1974,Painting,Painting & Sculpture,1975-02-11,Y,80649,http://www.moma.org/collection/works/80649,http://www.moma.org/media/W1siZiIsIjE3MTkzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=458993fa9fa81705,,,,65.1,,,54.0,,
Headpiece (page 213) from The Fables of Aesop,Thomas Bewick,542,"(British, 1753–1828)",(British),(1753),(1828),(Male),1818,Wood engraving from an illustrated book with 323 wood engravings and one etching and engraving,"composition: 2 5/16 × 3 1/8"" (5.8 × 8 cm); page (irreg.): 8 1/4 × 5 5/16"" (21 × 13.5 cm)",The Louis E. Stern Collection,680.1964.192,Illustrated Book,Drawings & Prints,1964-10-06,Y,21040,http://www.moma.org/collection/works/21040,http://www.moma.org/media/W1siZiIsIjE3OTQ1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a396715be2995f82,,,,5.8,,,8.0,,
Malos en una ciudad mala,,,,,,,,2009,Silk-screened poster,"27 1/2 x 20"" (69.9 x 50.8 cm)",Gift of The Cuban Institute of Cinematographic Art and Industry,F2012.1105,Work on Paper,Film,2012-10-17,N,165755,,,,,,69.85013970029999,,,50.8001016002,,
Chardons,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(Male),Before 1900,Albumen silver print,"Approx. 8 11/16 × 7 1/16"" (22 × 18 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.684,Photograph,Photography,1968-03-06,Y,43515,http://www.moma.org/collection/works/43515,http://www.moma.org/media/W1siZiIsIjMxOTQzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0f278e527a5cdfb5,,,,,,,,,
Boat,"John Wood, Paul Harrison","36806, 34887","(British, born Hong Kong, 1969) (British, born 1966)",(British) (British),(1969) (1966),(0) (0),(Male) (Male),1994,"Video (color, sound)",1:23 min.,Gift of the artists,558.2004,Video,Media and Performance,2004-12-16,Y,118604,http://www.moma.org/collection/works/118604,http://www.moma.org/media/W1siZiIsIjE5NDIwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4b359fc1e28dfae5,,,,,,,,,0.0
Swissair - Israel,"Emil Schulthess, Georg Gerster, Hans Frei","44206, 44207, 44208","(Swiss, 1913–1996) (Swiss, born 1928) (Swiss)",(Swiss) (Swiss) (Swiss),(1913) (1928) (0),(1996) (0) (0),(Male) (Male) (Male),c.1971,Lithograph,"40 1/8 x 25 1/8"" (101.9 x 63.8 cm)",Anonymous gift,1579.2015,Design,Architecture & Design,2015-10-19,Y,196278,http://www.moma.org/collection/works/196278,,,,,101.9177038354,,,63.8176276353,,
MR70 Chair (Elevation sketch),Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1926-46,Charcoal on tracing paper,"41 13/16 x 38 13/16"" (106.2 x 98.6 cm)","Mies van der Rohe Archive, gift of the architect",970.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,N,106800,,,,,,106.20396240790001,,,98.5839471679,,
Tom Mix II,Paul Gangolf,2070,"(German, 1879–1936)",(German),(1879),(1936),(Male),"(1928, published 1929)",Etching,"plate: 5 1/2 x 7 1/4"" (13.9 x 18.4 cm); sheet: 12 5/16 x 16 3/4"" (31.3 x 42.6 cm)",Blanchette Hooker Rockefeller Fund,18.1979,Print,Drawings & Prints,1979-01-23,Y,60042,http://www.moma.org/collection/works/60042,http://www.moma.org/media/W1siZiIsIjIwMzcwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0cd9d1e666a8ffb6,,,,13.9,,,18.4,,
"A 36"" X 36"" REMOVAL TO THE LATHING OR SUPPORT WALL OF PLASTER OR WALLBOARD FROM A WALL",Lawrence Weiner,6288,"(American, born 1942)",(American),(1942),(0),(Male),1968,LANGUAGE + THE MATERIALS REFERRED TO,Dimensions variable,"Gift of Seth Siegelaub and the Stichting Egress Foundation, Amsterdam",398.2010,Sculpture,Painting & Sculpture,2010-06-07,Y,137437,http://www.moma.org/collection/works/137437,http://www.moma.org/media/W1siZiIsIjQyMTk1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=489761b1673034a8,,,,21.590043180100004,,,27.9400558801,,
Aquatique IV,Nono Reinhold,4857,"(Dutch, born 1929)",(Dutch),(1929),(0),(Female),1982,Etching and aquatint,"plate  3 3/8 x 3 3/8"" (8.6 x 8.6 cm)
sheet  12 15/16 x 10 1/16"" (32 x 25.6 cm)",Blanchette Hooker Rockefeller Fund,17.1988,Print,Drawings & Prints,1988-01-19,Y,60028,http://www.moma.org/collection/works/60028,,,,,8.6,,,8.6,,
"Adventures of an *, Storyboard","John Hubley, Faith Hubley","33845, 32272","(American, 1914–1977) (American, 1924–2001)",(American) (American),(1914) (1924),(1977) (2001),(Male) (Female),1957,,26 3/4 x 7 1/8,"Hubley Collection, Deposit with Department of Film. Special Collections, MoMA.",892.1998,Work on Paper,Film,,N,111916,,,,,,67.9451358903,,,18.0975361951,,
Plate (folio 9) from BOOK,Stephen Antonakos,196,"(American, 1926–2013)",(American),(1926),(2013),(Male),1980-1985,"Screenprint, printed in color",,Purchase,21.1986.9,Illustrated Book,Drawings & Prints,1986-01-09,N,9502,,,,,,,,,,,
Untitled,Unknown photographer,8595,,(),(0),(0),(),c. 1940,Gelatin silver print,"3 1/8 × 2 1/8"" (8 × 5.5 cm)",Gift of Maira Kalman,1081.2013,Photograph,Photography,2013-10-24,Y,171212,http://www.moma.org/collection/works/171212,http://www.moma.org/media/W1siZiIsIjI3MzI3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=101bc1d0f3358bb7,,,,8.0,,,5.5,,
Plate (page 124) from LES FLEURS DU MAL,Henri Matisse,3832,"(French, 1869–1954)",(French),(1869),(1954),(Male),1944-1947,"Photolithograph, printed in color","composition  10 5/8 x 8 7/16"" (27 x 21.5 cm)",The Louis E. Stern Collection,929.1964.25,Illustrated Book,Drawings & Prints,1964-10-06,N,28422,,,,,,27.0,,,21.5,,
Plate IX (folio 26) from DIVERSAURIO,Antonio Saura,5181,"(Spanish, 1930–1998)",(Spanish),(1930),(1998),(Male),1962,"Screenprint, printed in color","composition  24 11/16 x 19 3/16"" (62.7 x 48.7 cm)
sheet  30 7/16 x 21 5/8"" (77.3 x 55 cm)",Gift of the artist,150.1970.9,Illustrated Book,Drawings & Prints,1970-03-05,N,11962,,,,,,62.7,,,48.7,,
Untitled,František Kupka,3302,"(Czech, 1871–1957)",(Czech),(1871),(1957),(Male),1913,Etching,"plate: 6 x 9 1/8"" (15.2 x 23.1 cm); sheet (irreg.): 12 5/8 x 20 1/4"" (32 x 51.5 cm)",William K. Simpson Fund in memory of Abby Aldrich Rockefeller,557.1983,Print,Drawings & Prints,1983-05-25,Y,71079,http://www.moma.org/collection/works/71079,http://www.moma.org/media/W1siZiIsIjIxMTY0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1e4926f18afafa7c,,,,15.2,,,23.1,,
"Josef Esters House, Krefeld, Germany, Site plan with garden and driveway",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1927-1930,Pencil on print,"13 1/2 x 22 1/4"" (34.3 x 56.5 cm)","Mies van der Rohe Archive, gift of the architect
",MR3.7,Mies van der Rohe Archive,Architecture & Design,,Y,142905,http://www.moma.org/collection/works/142905,,,,,34.290068580100005,,,56.515113030200006,,
Page from Festons und Dekorative Gruppen,Unknown photographer,8595,,(),(0),(0),(),1893,Collotype,"11 9/16 × 8 7/16"" (29.3 × 21.4 cm)",The Family of Man Fund,184.1989.3,Photograph,Photography,1989-06-08,Y,141558,http://www.moma.org/collection/works/141558,http://www.moma.org/media/W1siZiIsIjIwMTg1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3f2c5037ad62eda3,,,,41.0,,,33.0,,
The Reader's Army from the Museum in Progress project The Standard Museum,"Markus Leixner, Sarah Schneider","31351, 31352",,() (),(0) (0),(0) (0),() (Female),"(newspaper published July 31/August 1, 2004)","Four lithographs, offset printed","sheet: 18 1/2 x 12 3/8"" (47 x 31.5 cm)",Linda Barth Goldstein Fund,514.2006.416a-d,Print,Drawings & Prints,2006-06-01,N,104814,,,,,,47.0,,,31.5,,
"Untitled (""Take Me to the Place"") from the series Time of My Life",Yoshitomo Nara,25523,"(Japanese, born 1959)",(Japanese),(1959),(0),(Male),1992–2000,.a) recto: Felt-tip pen on paper  .b) verso: Pencil on paper,"8 1/4 x 5 7/8"" (21 x 14.9 cm) (irreg.)",Gift of David Teiger in honor of Agnes Gund,410.2002.61a-b,Drawing,Drawings & Prints,2002-12-10,Y,88474,http://www.moma.org/collection/works/88474,http://www.moma.org/media/W1siZiIsIjE3MzI2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=efcdb293b7aa3c5f,,,,20.955,,,14.9225,,
Untitled (page from Sump),Jerome Neuner,25520,"(American, born 1945)",(American),(1945),(0),(Male),1994,Page with chromogenic color print and text,"12 × 9 1/2"" (30.5 × 24.1 cm)",E.T. Harmax Foundation Fund,415.2006.64,Photograph,Photography,2006-05-11,N,103373,,,,,,30.4801,,,24.13,,
"Untitled, Kristians Tonny",Man Ray (Emmanuel Radnitzky),3716,"(American, 1890–1976)",(American),(1890),(1976),(Male),1930,Gelatin silver print,"9 1/16 × 6 7/8"" (23 × 17.5 cm)",Gift of James Thrall Soby,169.1941,Photograph,Photography,1941-01-16,Y,47199,http://www.moma.org/collection/works/47199,http://www.moma.org/media/W1siZiIsIjI4MzgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=fe397f9b1878ecf7,,,,23.0,,,17.5,,
